,REEF_ID,YEAR,SUBREGION,REGION_PS,MACROALGAE,HARD_CORAL,PSI,LON,LAT,human100km,human50km,human25km
733,2562,2003,SW Pacific,Indo-Pacific,8.9,31.7,-0.52567,178.32489,-16.80012,171657,18471,1697
734,2563,2002,SW Pacific,Indo-Pacific,11.9,25.3,-0.14169,178.32778,-16.83508,201655,18882,1683
735,2568,1999,SW Pacific,Indo-Pacific,16.3,56.3,-1.1352,-178.83833,-18.99333,3782,2070,921
736,2570,2006,SW Pacific,Indo-Pacific,0.9,46.3,-1.45345,179.24178,-16.81525,146398,81166,13915
737,2572,2002,SW Pacific,Indo-Pacific,8.8,38.1,-0.78026,179.26883,-16.82567,146160,79115,11790
738,2576,2002,SW Pacific,Indo-Pacific,3.8,40,-1.08269,-179.97433,-16.69333,6989,6297,5549
739,2577,1997,GBR,GBR,27.5,23.1,0.66161,149.1,-17,0,0,0
740,2578,1997,SW Pacific,Indo-Pacific,10,7.5,0.45996,177.25,-17.6,373509,131082,10492
741,2579,1997,GBR,GBR,5.6,33.8,-0.75506,146.99167,-18.44167,113011,81,0
742,2580,1997,GBR,GBR,8.1,41.9,-0.95384,147.10917,-18.67556,161348,120,0
743,2585,1997,E Indonesia_PNG,Indo-Pacific,15.9,36.6,-0.38926,124.64444,1.40083,1648045,1163428,423314
744,2587,1997,GBR,GBR,1.3,43.8,-1.34253,148.89028,-20.0675,30536,10027,1106
745,2588,1997,Taiwan_Japan,Indo-Pacific,5,41.9,-1.0976,121.7,21.975,176900,13778,13762
746,2589,1997,Taiwan_Japan,Indo-Pacific,0.6,49.4,-1.58851,121.78333,21.95,60804,13778,4381
747,2591,1998,W. Australia,Indo-Pacific,26.3,63.8,-0.96481,114.16694,-21.85833,3949,789,302
748,2592,1997,W. Australia,Indo-Pacific,2.5,56.9,-1.7919,114.17306,-21.86222,3988,801,317
749,2593,1998,SW Pacific,Indo-Pacific,3.8,62.5,-1.95163,165.45333,-21.6275,68058,27907,7645
750,2599,1998,South China Sea,Indo-Pacific,1.3,37.5,-1.10115,114.29278,22.33333,27605199,11911202,6034821
751,2600,1998,Taiwan_Japan,Indo-Pacific,1.9,3.1,0.25514,121.46333,22.66667,1438191,45361,4723
752,2601,1997,Taiwan_Japan,Indo-Pacific,3.1,47.2,-1.38902,121.50167,22.65333,1234405,32029,4723
753,2602,1998,Taiwan_Japan,Indo-Pacific,25,20,0.66728,121.47333,22.675,1434313,42526,4723
754,2603,1998,Taiwan_Japan,Indo-Pacific,13.8,6.3,0.68075,121.53333,22.025,379478,13778,13778
755,2607,1997,Hawaiian Islands,Indo-Pacific,10.6,36.9,-0.64573,-159.50489,22.22417,62985,62823,33197
756,2608,1998,SW Pacific,Indo-Pacific,24.4,26.9,0.37302,166.32333,-22.22,135894,111647,94732
757,2609,1997,SW Pacific,Indo-Pacific,18.1,46.9,-0.68689,166.36833,-22.42833,128120,101409,89357
758,2610,1998,SW Pacific,Indo-Pacific,37.5,16.3,1.38716,166.235,-22.34167,133592,101963,61777
759,2613,1998,SW Pacific,Indo-Pacific,14.4,72.5,-1.84903,166.265,-22.25167,136444,108806,92715
760,2614,1998,SW Pacific,Indo-Pacific,5.6,41.9,-1.06885,166.29333,-22.29667,133979,106692,91664
761,2616,1998,SW Pacific,Indo-Pacific,5,43.8,-1.17001,166.49167,-22.315,129333,110713,94074
762,2617,1998,SW Pacific,Indo-Pacific,32.5,36.9,0.36061,166.01639,-22.29861,139166,97444,40
763,2619,1997,SW Pacific,Indo-Pacific,11.9,21.9,-0.00893,166.44833,-22.31667,130174,109899,93272
764,2622,1998,SW Pacific,Indo-Pacific,20.6,20.6,0.44188,166.18861,-22.28833,136752,103728,9973
765,2623,1998,SW Pacific,Indo-Pacific,11.9,46.3,-0.95028,167.015,-22.29667,118172,11188,3860
766,2624,1998,SW Pacific,Indo-Pacific,2.5,18.8,-0.31954,167.03,-22.31333,117426,10534,3366
767,2626,1997,Taiwan_Japan,Indo-Pacific,10,33.1,-0.52966,119.53333,23.53333,2708384,83460,74243
768,2628,1997,Taiwan_Japan,Indo-Pacific,34.4,30,0.71238,121.55833,23.33333,1778651,164520,22057
769,2629,1997,Taiwan_Japan,Indo-Pacific,2.5,11.9,-0.05403,121.33333,23.08333,2853409,212314,50586
770,2631,1997,GBR,GBR,11.9,73.1,-1.98817,150.99167,-23.17167,138987,29540,220
771,2634,1998,E Indonesia_PNG,Indo-Pacific,10.3,22.8,-0.11702,150.70833,-2.605,32775,16128,4788
772,2635,1997,E Indonesia_PNG,Indo-Pacific,16.3,56.9,-1.15934,127.96667,-3.46667,530311,367596,60439
773,2636,1997,E Indonesia_PNG,Indo-Pacific,24.4,40.9,-0.17006,128.21667,-3.96667,460146,292345,1803
774,2638,1997,E Indonesia_PNG,Indo-Pacific,15.6,57.8,-1.2243,135.09258,-3.28842,106914,24674,832
775,2639,1997,E Indonesia_PNG,Indo-Pacific,35.6,45,0.19059,135.08247,-3.22614,103047,17330,432
776,2640,1997,W Indonesia,Indo-Pacific,1.9,40.6,-1.19309,118.64414,4.23389,336110,115535,25103
777,2643,1998,W Indonesia,Indo-Pacific,2.5,52.5,-1.62294,118.66917,4.92528,549183,69969,12153
778,2644,1998,W Indonesia,Indo-Pacific,0.9,71.3,-2.41893,118.56833,4.93944,608489,85265,13431
779,2645,1998,W Indonesia,Indo-Pacific,45.3,20.3,1.58968,118.31778,4.79722,699775,211984,27196
780,2647,1998,W Indonesia,Indo-Pacific,0.6,85,-2.96433,118.22528,4.92306,835967,155627,23355
781,2648,1998,W Indonesia,Indo-Pacific,1.3,22.5,-0.52186,118.29194,4.81222,716775,199885,28332
782,2649,1998,W Indonesia,Indo-Pacific,5.3,56.9,-1.66251,118.39278,4.76139,613118,213545,27997
783,2650,1998,W Indonesia,Indo-Pacific,1.3,30,-0.81151,118.37306,4.80222,664358,199503,20850
784,2651,1997,W Indonesia,Indo-Pacific,3.8,12.5,-0.02066,118.69033,4.22542,320256,95402,15103
785,2652,1998,W Indonesia,Indo-Pacific,29.4,56.3,-0.5314,118.37111,4.78972,657131,207496,20288
786,2653,1998,W Indonesia,Indo-Pacific,14.4,44.1,-0.75079,118.41861,4.78611,611501,200985,19964
787,2654,1998,W Indonesia,Indo-Pacific,1.3,65.3,-2.17526,118.56972,4.93944,606007,85265,13431
788,2656,1997,South China Sea,Indo-Pacific,13.1,15.6,0.28994,102.9975,5.73278,1551477,336328,8340
789,2657,1997,South China Sea,Indo-Pacific,2.5,31.3,-0.80228,103.00722,5.81444,1562719,161824,2452
790,2658,1998,South China Sea,Indo-Pacific,0.6,40.6,-1.25059,103.05806,5.77444,1397121,176723,2471
791,2659,1997,South China Sea,Indo-Pacific,7.5,32.5,-0.62053,103.00194,5.75444,1535929,255063,3551
792,2661,1997,E. Indian Ocean,Indo-Pacific,16.9,22.8,0.18488,105.85219,-5.95667,11631738,2381726,530636
793,2662,1997,W Indonesia,Indo-Pacific,26.3,35.9,0.10929,106.52222,-5.54167,20153672,18180,10645
794,2664,1997,W Indonesia,Indo-Pacific,0.6,40,-1.22646,110.34806,-5.875,818942,8650,8397
795,2665,1997,W Indonesia,Indo-Pacific,7.5,73.8,-2.21358,110.50639,-5.82361,949412,8650,7155
796,2670,1997,E Indonesia_PNG,Indo-Pacific,0.6,28.1,-0.76785,121.28639,-6.91464,38832,6437,329
797,2672,1997,Western Pacific,Indo-Pacific,10.9,41.9,-0.82445,134.52472,7.25944,21206,20800,17291
798,2674,1998,South China Sea,Indo-Pacific,0.6,13.8,-0.2127,106.91306,8.98806,265055,2142,0
799,2676,1998,South China Sea,Indo-Pacific,24.1,2.2,1.31206,106.94639,8.93694,104243,2436,0
800,2677,1998,South China Sea,Indo-Pacific,13.4,6.6,0.65431,106.92611,8.96667,190539,2142,0
801,2678,1997,E. Indian Ocean,Indo-Pacific,18.1,30.6,-0.05933,115.8375,-8.43611,6120041,1669469,44628
802,2679,2003,E. Indian Ocean,Indo-Pacific,27.5,56.9,-0.64179,98.59489,1.64403,1336614,337004,84202
803,2680,2003,E. Indian Ocean,Indo-Pacific,60,7.5,2.76017,98.76189,1.71439,1603499,515261,216671
804,2681,1998,Philippines_Spra,Indo-Pacific,0.6,46.3,-1.46783,118.78972,9.90861,333680,213129,97050
805,2683,1998,Philippines_Spra,Indo-Pacific,0.6,37.5,-1.12991,118.91528,9.93333,332003,208983,85787
806,2685,1998,Philippines_Spra,Indo-Pacific,1.9,15.6,-0.2276,118.8775,9.9175,331020,212253,85598
807,2689,1997,Philippines_Spra,Indo-Pacific,0.9,75.3,-2.57583,122.38139,9.87303,2682165,395775,125704
808,2690,1997,Philippines_Spra,Indo-Pacific,3.8,51.9,-1.5413,122.37517,9.87675,2687570,384518,116187
809,2691,2003,Philippines_Spra,Indo-Pacific,15,32.5,-0.2755,123.27125,9.07111,2531070,602287,158595
810,2693,2002,South China Sea,Indo-Pacific,1.9,0,0.37582,106.67372,8.65106,16268,3118,3118
811,2694,2002,South China Sea,Indo-Pacific,0.6,3.1,0.19763,106.73833,8.68364,11225,3118,3118
812,2695,2001,South China Sea,Indo-Pacific,10.6,59.4,-1.51466,108.53339,15.90811,3231755,1743142,207375
813,2702,2005,Philippines_Spra,Indo-Pacific,11.3,41.9,-0.81007,122.38,9.87542,2687926,388241,125704
814,2745,2004,SW Pacific,Indo-Pacific,13.1,25.6,-0.09625,176.87306,-17.73139,208084,1403,77
815,2792,2004,SW Pacific,Indo-Pacific,31.7,25.6,0.75674,177.14917,-17.71722,337271,100892,1280
816,2974,2001,Hawaiian Islands,Indo-Pacific,16.5,11.1,0.62189,-157.80913,21.44807,949284,944766,795245
817,2975,2000,Hawaiian Islands,Indo-Pacific,4.7,17,-0.15074,-156.63905,21.01538,138182,128673,67994
818,2984,2003,SW Pacific,Indo-Pacific,13.8,17.5,0.24629,178.0895,-18.40783,574037,116226,4074
819,2985,2000,Hawaiian Islands,Indo-Pacific,4.9,26.9,-0.52387,-156.63905,21.01538,138182,128673,67994
820,2986,2006,SW Pacific,Indo-Pacific,1.9,43.8,-1.31377,179.28683,-16.81233,146534,77736,12252
821,2987,2002,E Indonesia_PNG,Indo-Pacific,17.8,26.6,0.08319,145.81667,-5.13333,231957,47370,10884
822,2988,2004,Philippines_Spra,Indo-Pacific,3.1,43.8,-1.25627,124.10633,11.34606,3134257,703520,82842
823,10006,2004,Mesoamerican BR,Greater Caribb,6.6,15.6,-0.01196,-88.51039,16.20706,1283459,37866,1917
824,10014,2004,Mesoamerican BR,Greater Caribb,4.4,10,0.10464,-88.26936,16.11258,1803094,116604,0
825,10015,2004,Mesoamerican BR,Greater Caribb,22.5,15,0.74537,-88.26078,16.11133,1806242,119752,0
826,10018,2006,Mesoamerican BR,Greater Caribb,29.4,20,0.86855,-88.19603,16.44225,533097,13464,548
827,10019,2004,Mesoamerican BR,Greater Caribb,2.5,11.3,-0.02989,-88.19583,16.44589,527430,13940,786
828,10020,2001,Mesoamerican BR,Greater Caribb,1.9,4.4,0.20448,-88.16667,16.63333,222333,21454,2572
829,10021,2004,Mesoamerican BR,Greater Caribb,2.5,21.3,-0.41608,-88.08194,16.81097,118605,20846,1511
830,10022,1997,Mesoamerican BR,Greater Caribb,9.4,21.9,-0.12394,-88.07889,16.80306,117423,20208,881
831,10024,2004,Mesoamerican BR,Greater Caribb,22.5,28.1,0.23849,-88.07731,16.81439,119180,20469,1056
832,10025,2001,Mesoamerican BR,Greater Caribb,17.5,22.5,0.2257,-88.07583,16.82861,119931,21293,1056
833,10028,2005,Mesoamerican BR,Greater Caribb,10.9,28.1,-0.29343,-88.05567,17.24775,161323,41875,1671
834,10029,2004,Mesoamerican BR,Greater Caribb,1.9,21.9,-0.46897,-88.05064,17.24647,159582,39181,1671
835,10032,2005,Mesoamerican BR,Greater Caribb,14.4,16.6,0.31124,-88.04742,17.50703,177996,49496,5926
836,10035,2004,Mesoamerican BR,Greater Caribb,3.1,22.5,-0.43561,-88.03378,17.45686,171902,46105,4341
837,10036,2005,Mesoamerican BR,Greater Caribb,1.3,8.1,0.03329,-88.03167,17.34272,164162,41652,3458
838,10037,2004,Mesoamerican BR,Greater Caribb,0.6,25.6,-0.6713,-88.02922,17.34403,163955,41151,3458
839,10039,2004,Mesoamerican BR,Greater Caribb,5.6,29.4,-0.5861,-88.0205,17.341,162332,39172,3726
840,10040,2005,Mesoamerican BR,Greater Caribb,4.4,20,-0.28155,-88.02022,17.33975,161686,39178,3610
841,10042,2005,Mesoamerican BR,Greater Caribb,6.3,23.8,-0.34012,-88.01575,17.70436,190088,50318,2420
842,10044,2006,Mesoamerican BR,Greater Caribb,16.9,26.9,0.02799,-88.01031,17.68494,185545,48977,2248
843,10045,2005,Mesoamerican BR,Greater Caribb,13.1,7.5,0.60373,-88.001,17.78392,195544,47188,3016
844,10046,2005,Mesoamerican BR,Greater Caribb,3.1,18.1,-0.26665,-87.99375,17.82447,196695,47303,3025
845,10047,2005,Mesoamerican BR,Greater Caribb,8.1,11.3,0.22888,-87.99236,17.78403,191870,46569,1802
846,10048,1998,Mesoamerican BR,Greater Caribb,84.1,12.7,3.66805,-87.98833,17.80667,194583,46488,2173
847,10049,2005,Mesoamerican BR,Greater Caribb,10.6,9.4,0.4163,-87.98494,17.82608,195279,45922,2559
848,10050,2004,Mesoamerican BR,Greater Caribb,7.5,18.8,-0.08952,-87.98428,16.50844,344389,4566,0
849,10052,1998,Mesoamerican BR,Greater Caribb,76.4,20.4,3.01645,-87.97667,17.86833,198190,44703,3091
850,10054,2006,Mesoamerican BR,Greater Caribb,15.3,24.4,0.05266,-87.97317,17.86067,196940,44249,2783
851,10056,2004,Mesoamerican BR,Greater Caribb,15,20,0.20724,-87.96661,16.5175,335945,3843,0
852,10057,2005,Mesoamerican BR,Greater Caribb,11.6,15.6,0.21806,-87.96122,17.90322,197897,41940,3479
853,10060,2005,Mesoamerican BR,Greater Caribb,7.5,24.4,-0.30675,-87.95061,17.91458,197303,41049,2885
854,10061,1999,Mesoamerican BR,Greater Caribb,25.3,7.4,1.16487,-87.94667,17.915,196304,39564,2885
855,10062,1998,Mesoamerican BR,Greater Caribb,85.2,12.4,3.73024,-87.94167,17.935,196851,39389,3058
856,10066,1998,Mesoamerican BR,Greater Caribb,86.2,11.6,3.80714,-87.90167,17.995,192656,35879,2918
857,10067,2005,Mesoamerican BR,Greater Caribb,13.8,28.1,-0.16405,-87.90086,17.99444,192656,35807,2918
858,10068,2004,Mesoamerican BR,Greater Caribb,1.9,15,-0.20347,-87.89469,16.72042,132552,3868,25
859,10074,2006,Mesoamerican BR,Greater Caribb,10,8.8,0.41169,-87.86586,18.08628,195015,34263,3414
860,10075,2004,Mesoamerican BR,Greater Caribb,10.6,6.9,0.51285,-87.85453,16.71328,140711,1628,16
861,10088,2004,Mesoamerican BR,Greater Caribb,41.3,20,1.41485,-87.81478,16.75169,93782,797,10
862,10089,2004,Mesoamerican BR,Greater Caribb,5,17.5,-0.15625,-87.81275,16.73642,121669,430,10
863,10091,2004,Mesoamerican BR,Greater Caribb,10,20,-0.02278,-87.80961,17.27772,116836,5652,3208
864,10092,2004,Mesoamerican BR,Greater Caribb,9.4,16.3,0.09329,-87.80633,17.27839,116217,5168,3208
865,10093,1997,Mesoamerican BR,Greater Caribb,10.3,25,-0.2015,-87.80522,17.27903,116217,5168,3208
866,10103,1998,Mesoamerican BR,Greater Caribb,12.9,27.1,-0.16448,-87.70333,18.71167,167607,52886,17593
867,10105,1997,Mesoamerican BR,Greater Caribb,16.6,24.7,0.0981,-87.70111,18.72167,166166,53058,18277
868,10115,2004,Mesoamerican BR,Greater Caribb,4.4,9.4,0.12878,-87.60472,17.22606,66513,3908,442
869,10116,2004,Mesoamerican BR,Greater Caribb,7.5,25.6,-0.35502,-87.60381,17.22167,65751,3908,442
870,10123,2004,Mesoamerican BR,Greater Caribb,3.1,30,-0.72525,-87.55556,17.20661,51213,3874,46
871,10125,1997,Mesoamerican BR,Greater Caribb,8.8,18.1,-0.00787,-87.54083,19.13417,118820,30521,6005
872,10131,1997,Mesoamerican BR,Greater Caribb,12.2,7.8,0.54853,-87.4675,20.02139,212709,10603,2677
873,10132,1997,Mesoamerican BR,Greater Caribb,8.1,25.6,-0.32627,-87.46539,20.04181,231887,10393,2566
874,10148,2004,Mesoamerican BR,Greater Caribb,4,11.8,0.01925,-87.33,20.36,731119,52051,0
875,10153,1997,Mesoamerican BR,Greater Caribb,1.9,15.6,-0.2276,-87.31167,20.38944,751421,61749,0
876,10157,1997,Mesoamerican BR,Greater Caribb,29.4,31.3,0.43408,-87.30556,20.39611,753826,61749,0
877,10161,1997,Mesoamerican BR,Greater Caribb,24.4,18.8,0.68681,-87.28806,20.42639,755831,71466,0
878,10162,1997,Mesoamerican BR,Greater Caribb,15,19.4,0.23138,-87.28806,20.42778,756110,71570,0
879,10167,2005,Mesoamerican BR,Greater Caribb,6.3,5,0.384,-87.02817,20.37961,659896,100937,56733
880,10168,2006,Mesoamerican BR,Greater Caribb,19.4,14.4,0.62574,-87.02756,20.32939,652267,69703,48886
881,10169,2005,Mesoamerican BR,Greater Caribb,13.1,25.6,-0.09625,-87.02733,20.33722,653757,69730,51690
882,10170,2006,Mesoamerican BR,Greater Caribb,9.4,8.1,0.40707,-87.02728,20.36172,655369,75636,52652
883,10171,2005,Mesoamerican BR,Greater Caribb,48.1,34.4,1.17598,-87.00275,20.44017,660742,148666,64374
884,10172,1999,Mesoamerican BR,Greater Caribb,26.6,19.1,0.77537,-86.99892,16.08656,693303,196795,2293
885,10173,2004,Mesoamerican BR,Greater Caribb,6.3,16.6,-0.06254,-86.98303,20.46928,661038,199231,68155
886,10174,2005,Mesoamerican BR,Greater Caribb,3.1,21.3,-0.38733,-86.98214,20.47075,660940,199231,68155
887,10175,1999,Mesoamerican BR,Greater Caribb,35.6,17.2,1.2647,-86.91731,16.08308,661097,201872,2293
888,10176,1997,Mesoamerican BR,Greater Caribb,5,19.4,-0.22866,-86.91667,16.08333,661097,201872,2293
889,10177,2003,Mesoamerican BR,Greater Caribb,15.9,25.3,0.04521,-86.60444,16.27639,579042,32855,22071
890,10178,2003,Mesoamerican BR,Greater Caribb,21.6,25,0.31605,-86.60389,16.28528,568607,32855,22071
891,10179,2003,Mesoamerican BR,Greater Caribb,2.5,17.5,-0.27126,-86.60361,16.26417,590269,32917,22071
892,10180,2003,Mesoamerican BR,Greater Caribb,5.6,32.5,-0.70679,-86.60306,16.29444,562757,32855,23610
893,10181,2003,Mesoamerican BR,Greater Caribb,14.4,41.3,-0.64217,-86.59889,16.30306,555191,32855,23610
894,10182,2003,Mesoamerican BR,Greater Caribb,36.9,30,0.82739,-86.59694,16.3075,552993,32855,23610
895,10183,2003,Mesoamerican BR,Greater Caribb,21.3,45.3,-0.48278,-86.59556,16.26639,586809,32855,22071
896,10184,2003,Mesoamerican BR,Greater Caribb,7.8,39.4,-0.87166,-86.59083,16.32139,544181,32685,23610
897,10185,2003,Mesoamerican BR,Greater Caribb,21.3,40,-0.27762,-86.59056,16.31528,548438,32685,23610
898,10186,2003,Mesoamerican BR,Greater Caribb,12.5,49.4,-1.04221,-86.58889,16.27167,579890,32855,23610
899,10187,2003,Mesoamerican BR,Greater Caribb,14.4,41.9,-0.66631,-86.58389,16.27583,578868,32855,23610
900,10188,2003,Mesoamerican BR,Greater Caribb,13.1,32.5,-0.36176,-86.57556,16.3275,543072,32685,26711
901,10189,2003,Mesoamerican BR,Greater Caribb,28.8,35.9,0.2243,-86.57278,16.33417,536743,32325,26711
902,10190,2003,Mesoamerican BR,Greater Caribb,24.4,31.6,0.192,-86.56694,16.33722,531528,32325,26711
903,10191,2003,Mesoamerican BR,Greater Caribb,26.9,42.8,-0.12746,-86.56083,16.34222,519036,32112,26884
904,10192,2003,Mesoamerican BR,Greater Caribb,27.8,31.3,0.3622,-86.55778,16.34472,519036,32112,26884
905,10194,2003,Mesoamerican BR,Greater Caribb,43.1,18.4,1.56145,-86.51861,16.36417,507304,31290,28653
906,10195,2006,Mesoamerican BR,Greater Caribb,18.3,28.4,0.03473,-86.51775,15.95422,716101,298794,13861
907,10196,2003,Mesoamerican BR,Greater Caribb,15,46.3,-0.80652,-86.51,16.36917,504857,30595,28653
908,10197,2003,Mesoamerican BR,Greater Caribb,31.6,27.2,0.69161,-86.50167,16.36917,502787,30595,28851
909,10198,2003,Mesoamerican BR,Greater Caribb,68.8,18.1,2.75238,-86.50106,15.96319,709637,292642,10453
910,10199,2003,Mesoamerican BR,Greater Caribb,39.7,20.9,1.30677,-86.49639,16.37139,499648,30595,28851
911,10200,2004,Mesoamerican BR,Greater Caribb,41.9,12.5,1.73325,-86.48739,15.97664,703732,287037,8738
912,10201,2006,Mesoamerican BR,Greater Caribb,19.7,17.8,0.50737,-86.48439,15.97853,698329,288388,8717
913,10202,2005,Mesoamerican BR,Greater Caribb,4.4,61.9,-1.89874,-86.47572,15.98308,693925,287776,7389
914,10203,2004,Mesoamerican BR,Greater Caribb,22.5,38.1,-0.1477,-86.474,15.975,695727,288439,9285
915,10204,2006,Mesoamerican BR,Greater Caribb,25.5,13.3,0.94831,-86.47364,15.95383,704916,306381,13725
916,10205,2004,Mesoamerican BR,Greater Caribb,8.1,15,0.08406,-88.05847,16.89611,126459,22001,1415
917,10206,2003,Mesoamerican BR,Greater Caribb,13.8,53.8,-1.15367,-85.92144,16.47875,234669,11857,5012
918,10209,2004,E. Caribbean,Greater Caribb,2.5,13.8,-0.12644,-84.51289,21.80986,178477,37508,14090
919,10216,1998,E. Caribbean,Greater Caribb,48.7,12.9,2.03178,-83.17333,21.60667,306129,60574,13828
920,10217,1998,E. Caribbean,Greater Caribb,49.7,13.3,2.06234,-83.16167,21.58833,283307,62181,14403
921,10270,1998,E. Caribbean,Greater Caribb,41.8,6.8,1.94993,-82.59667,21.52,82227,66595,22301
922,10271,1998,E. Caribbean,Greater Caribb,35.7,6.6,1.67703,-82.525,21.54667,82436,60130,15315
923,10274,2005,E. Caribbean,Greater Caribb,65,18.8,2.55573,-82.43678,23.11819,3208911,2620700,1993880
924,10276,2005,E. Caribbean,Greater Caribb,58.1,23.8,2.04635,-82.42503,23.1275,3206296,2610180,2007515
925,10287,2005,C. America,Greater Caribb,20.6,48.8,-0.64429,-82.21683,9.33814,378483,47006,8249
926,10288,2005,C. America,Greater Caribb,31.3,42.5,0.08587,-82.20919,9.342,372394,45946,7421
927,10298,2002,E. Caribbean,Greater Caribb,6.9,36.9,-0.81824,-82.09817,23.18269,3253718,2499197,548966
928,10307,2005,Florida Keys,Florida Keys,1.5,2.6,0.25816,-81.93,24.46,58845,39241,33015
929,10311,2004,E. Caribbean,Greater Caribb,12.5,30,-0.29396,-81.92353,21.59328,52373,3906,2298
930,10313,2005,Florida Keys,Florida Keys,3.5,1.5,0.39046,-81.92,24.46,59584,39660,33015
931,10314,2005,Florida Keys,Florida Keys,0.7,8.1,0.00755,-81.92,24.71,60257,42244,25655
932,10315,2005,Florida Keys,Florida Keys,0.4,3.8,0.16176,-81.91,24.43,59584,39605,32738
933,10317,2004,Florida Keys,Florida Keys,6.6,4.4,0.42436,-81.91,24.71,60257,42244,33223
934,10318,2005,Florida Keys,Florida Keys,0.2,4.8,0.11512,-81.9,24.43,59584,39605,32475
935,10319,2005,Florida Keys,Florida Keys,2.1,1.6,0.32369,-81.9,24.46,59812,40533,34306
936,10320,2005,Florida Keys,Florida Keys,2.2,6.5,0.13728,-81.9,24.71,60257,42244,33756
937,10321,2005,Florida Keys,Florida Keys,0.1,3.9,0.14291,-81.89,24.43,59812,39605,32475
938,10324,1997,Florida Keys,Florida Keys,30.6,26.9,0.66055,-81.87556,24.45194,59812,40929,34043
939,10326,2005,Florida Keys,Florida Keys,0.1,0.8,0.2636,-81.87,24.43,59812,40929,34043
940,10327,2005,Florida Keys,Florida Keys,1,0.6,0.3153,-81.86,24.43,59812,40929,34043
941,10328,1997,Florida Keys,Florida Keys,38.8,5.6,1.855,-81.85583,24.45806,60257,41445,34953
942,10329,2005,Florida Keys,Florida Keys,0.7,4.1,0.16224,-81.85,24.43,60257,40929,34043
943,10330,1997,Florida Keys,Florida Keys,28.1,10.6,1.1731,-81.84556,24.45889,60257,41445,34953
944,10331,2005,Florida Keys,Florida Keys,0.3,3.8,0.15509,-81.84,24.43,60257,41445,34846
945,10334,2005,C. America,Greater Caribb,33.8,49.4,-0.06462,-81.82564,9.11772,345750,30613,5155
946,10336,2005,Florida Keys,Florida Keys,1.7,2.4,0.27764,-81.82,24.45,60257,42584,35443
947,10338,2005,Florida Keys,Florida Keys,1.4,2.9,0.23905,-81.81,24.45,60385,43543,35458
948,10339,2005,Florida Keys,Florida Keys,0.5,20.6,-0.48185,-81.81,24.49,60385,45787,35912
949,10340,2004,Florida Keys,Florida Keys,0.1,24.6,-0.65672,-81.8,24.49,60385,45787,36024
950,10341,2005,Florida Keys,Florida Keys,0.1,21.8,-0.54733,-81.79,24.49,60385,47186,36024
951,10344,2005,Florida Keys,Florida Keys,0.9,1.8,0.26297,-81.75,24.47,60601,47455,36500
952,10345,2005,Florida Keys,Florida Keys,0.5,12.5,-0.17288,-81.75,24.49,60601,47918,36619
953,10346,2005,Florida Keys,Florida Keys,1.5,3.1,0.23608,-81.74,24.47,60601,47918,36500
954,10347,2004,Florida Keys,Florida Keys,4.2,10.3,0.0824,-81.74,24.49,60601,47918,36845
955,10348,1998,C. America,Greater Caribb,4.4,25.6,-0.49879,-81.73345,12.54128,68244,63180,63180
956,10349,1998,C. America,Greater Caribb,9.4,25,-0.24463,-81.73319,12.50217,64301,63180,63180
957,10350,1999,C. America,Greater Caribb,32.5,32.5,0.52957,-81.73083,12.51639,65803,63180,63180
958,10352,2002,C. America,Greater Caribb,9.4,13.1,0.21398,-81.72483,12.54233,68244,63180,63180
959,10353,2002,C. America,Greater Caribb,0.6,30.6,-0.8644,-81.7245,12.52167,65803,63180,63180
960,10354,2005,Florida Keys,Florida Keys,3.4,6.6,0.19065,-81.72,24.47,61859,48186,36500
961,10357,1998,C. America,Greater Caribb,16.9,11.3,0.63142,-81.71053,12.59344,68423,63180,63180
962,10358,2005,Florida Keys,Florida Keys,3.5,2.9,0.34059,-81.71,24.45,61859,48186,36308
963,10359,2002,C. America,Greater Caribb,42.5,25.3,1.26719,-81.70733,12.58717,68423,63180,63180
964,10362,2005,Florida Keys,Florida Keys,1.4,2.3,0.26626,-81.7,24.45,61859,48789,36398
965,10365,1997,Florida Keys,Florida Keys,40,3.8,1.98491,-81.68139,24.55417,62223,48945,38647
966,10366,2005,Florida Keys,Florida Keys,0.3,1.7,0.23981,-81.68,24.45,61866,48641,36624
967,10369,2005,Florida Keys,Florida Keys,5.5,4.9,0.35642,-81.67,24.48,61994,48671,37396
968,10370,1997,Florida Keys,Florida Keys,13.4,21.3,0.08709,-81.66194,24.49222,62223,48673,37606
969,10371,2005,Florida Keys,Florida Keys,18.9,4.3,0.99428,-81.66,24.48,62223,48673,37396
970,10372,2005,Florida Keys,Florida Keys,8.2,4.7,0.48812,-81.65,24.48,62223,48673,37606
971,10374,2005,Florida Keys,Florida Keys,1.2,4.5,0.1711,-81.64,24.5,62223,48740,38523
972,10377,2005,Florida Keys,Florida Keys,4.6,2.3,0.41204,-81.63,24.5,62758,48740,38523
973,10378,2005,Florida Keys,Florida Keys,1.4,4.6,0.17821,-81.62,24.5,62758,48463,38919
974,10379,2005,Florida Keys,Florida Keys,0.4,21.8,-0.5347,-81.6,24.54,62934,48200,40897
975,10380,2005,Florida Keys,Florida Keys,6.6,18.8,-0.13519,-81.6,24.58,63138,48200,42585
976,10382,2005,Florida Keys,Florida Keys,13.8,25.2,-0.0477,-81.59,24.58,63138,48200,43731
